drug_name,medical_condition,side_effects,generic_name,brand_names
Zyfrel,Pain,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Signs of liver problems like dark urine, feeling tired, not hungry, upset stomach or stomach pain, light-colored stools, throwing up, or yellow skin or eyes. Very bad dizziness or passing out. Clammy skin. Sweating a lot. Feeling confused. Trouble walking. Severe constipation or stomach pain. These may be signs of a severe bowel problem. Not able to pass urine or change in how much urine is passed. Hearing loss . Change in hearing. Chest pain or pressure. Fast or slow heartbeat . Fever, chills, or sore throat ; any unexplained bruising or bleeding; or feeling very tired or weak. Mood changes. Trouble passing urine. Change in eyesight. Seizures. A very bad skin reaction ( Stevens-Johnson syndrome / toxic epidermal necrolysis ) may happen. It can cause very bad health problems that may not go away, and sometimes death. Get medical help right away if you have signs like red, swollen, blistered, or peeling skin (with or without fever); red or irritated eyes; or sores in your mouth, throat, nose, or eyes. A severe and sometimes deadly problem called serotonin syndrome may happen if you take Zyfrel (hydrocodone and acetaminophen liquid) with certain other drugs. Call your doctor right away if you have agitation ; change in balance; confusion; hallucinations; fever; fast or abnormal heartbeat; flushing; muscle twitching or stiffness; seizures; shivering or shaking; sweating a lot; severe diarrhea , upset stomach, or throwing up; or severe headache . Zyfrel side effects",Hydrocodone and Acetaminophen Liquid,"Hycet, Lortab, Medically reviewed, by Drugs.com. Last updated on Sep 16, 2022., , , Uses, , Before taking, , Warnings, , Side effects, , Overdose,"
clindamycin,Pneumonia,"Antibiotic medicines can cause diarrhea, which may be a sign of a new infection. If you have diarrhea that is watery or bloody, stop using clindamycin and call your doctor. Do not use anti-diarrhea medicine unless your doctor tells you to. (hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning in your eyes, skin pain, red or purple skin rash that spreads and causes blistering and peeling). Seek medical treatment if you have symptoms of a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash, fever, swollen glands, flu-like symptoms, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. This reaction may occur several weeks after you began using clindamycin. Clindamycin can cause diarrhea, which may be severe or lead to serious, life-threatening intestinal problems. If you have diarrhea that is watery or bloody, stop using clindamycin and call your doctor. Call your doctor at once if you have: any change in bowel habits; severe stomach pain, diarrhea that is watery or bloody; little or no urination; or a metallic taste in your mouth (after clindamycin injection). Common clindamycin side effects may include: nausea, vomiting, stomach pain; mild skin rash; or vaginal itching or discharge;",clindamycin (oral/injection),"Cleocin HCl, Cleocin Pediatric, Cleocin Phosphate"
cefotaxime,Pneumonia,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); burning, irritation, or skin changes where the injection was given; dark urine, jaundice (yellowing of the skin or eyes); a seizure; fever, chills, tiredness; or easy bruising, unusual bleeding, pale skin, cold hands and feet. Common side effects of cefotaxime may include: pain, bruising, swelling, or other irritation where the injection was given; diarrhea; fever; or rash, itching.",cefotaxime,Claforan
metronidazole,Pneumonia,"new or worsening symptoms of infection; painful or difficult urination; confusion; a light-headed feeling (like you might pass out); vaginal itching or discharge; or blisters or ulcers in your mouth, red or swollen gums, trouble swallowing. Stop taking the medicine and call your doctor right away if you have neurologic side effects (more likely to occur while taking metronidazole long term): numbness, tingling, or burning pain in your hands or feet; vision problems, pain behind your eyes, seeing flashes of light; muscle weakness, problems with speech or coordination; trouble speaking or understanding what is said to you; a seizure; or fever, neck stiffness, and increased sensitivity to light. Metronidazole can cause life-threatening liver problems in people with Cockayne syndrome. If you have this condition, stop taking this medicine and contact your doctor if you have signs of liver failure --nausea, stomach pain (upper right side), dark urine, clay-colored stools, or jaundice (yellowing of the skin or eyes). Side effects may be more likely in older adults. Common metronidazole side effects may include: depression , trouble sleeping, feeling irritable; headache , dizziness , weakness; nausea, vomiting, loss of appetite, stomach pain; diarrhea , constipation ; unpleasant metallic taste; rash, itching; vaginal itching or discharge, pain during sex; mouth sores; or swollen, red, or ""hairy"" tongue.",metronidazole (oral/injection),"Flagyl, Flagyl ER"
vancomycin,Pneumonia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Certain side effects may occur if your body absorbs vancomycin through the intestinal walls. Call your doctor at once if you have: increased diarrhea that is watery or bloody; hearing loss , ringing in your ears; kidney problems - swelling, rapid weight gain, pain in your side or lower back, little or no urination; or low potassium level - leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling. Side effects on the kidneys may be more likely in older adults taking this medicine. Common vancomycin side effects may include: low potassium; nausea ; or stomach pain.",vancomycin (oral),Firvanq
cefepime,Pneumonia,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); confusion, hallucinations; trouble speaking, reading, or understanding the words of other people; seizure (blackout or convulsions); pale skin, easy bruising, unusual bleeding; or dark colored urine, jaundice (yellowing of the skin or eyes). Common side effects of cefepime may include: nausea , vomiting , diarrhea; fever; headache ; itching, rash; or abnormal blood tests.",cefepime (injection),Maxipime
ceftazidime,Pneumonia,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); pale or yellowed skin, dark colored urine, fever, or weakness; confusion, hallucinations, severe weakness; involuntary muscle movement; seizure (black-out or convulsions); or a cold feeling, discoloration, or skin changes in your fingers. Common side effects of ceftazidime injection may include: allergic reaction; numbness , tingling, burning pain; headache , dizziness ; nausea , vomiting , diarrhea, stomach pain; or signs of a fungal infection--sores or white patches in your mouth or throat, vaginal itching or discharge.",ceftazidime (injection),"Fortaz, Tazicef, Ceptaz, Tazicef ADD-Vantage, Fortaz ADD-Vantage, Fortaz Twistvial"
amikacin,Pneumonia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Amikacin may cause serious side effects. Call your doctor at once if you have: hearing loss , or a roaring sound in your ears; severe or ongoing dizziness ; kidney problems--little or no urinating; painful or difficult urination; swelling in your feet or ankles; feeling tired or short of breath; weak or shallow breathing; numbness or tingly feeling; muscle twitching or seizure (convulsions); or severe stomach pain, diarrhea that is watery or bloody.",amikacin,"Amikin, Amikin Pediatric"
linezolid,Pneumonia,"vision problems, changes in color vision; severe stomach pain, diarrhea that is watery or bloody; a seizure; sweating, feeling anxious or shaky (may be signs of low blood sugar ); lactic acidosis --unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness , feeling cold, or feeling very weak or tired; or low blood cell counts--fever, chills, tiredness, weakness, confusion, mouth sores, skin sores, easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling light-headed or short of breath. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting, or diarrhea. Common side effects of linezolid may include: nausea, vomiting, diarrhea; rash; anemia (low red blood cells); or headache , dizziness.",linezolid (oral/injection),Zyvox
piperacillin / tazobactam,Pneumonia,"skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Piperacillin and tazobactam may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); confusion; muscle twitching or stiffness, trouble walking; a seizure; low white blood cell counts--fever, mouth sores, skin sores, sore throat, cough, trouble breathing; or low potassium level--leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling. Common side effects of piperacillin and tazobactam may include: diarrhea, constipation; nausea ; headache ; or sleep problems ( insomnia ).",piperacillin and tazobactam,Zosyn
cefazolin,Pneumonia,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); white patches or sores inside your mouth or on your lips; fever, swollen glands, itching, joint pain, or not feeling well; a seizure; or liver problems--upper stomach pain, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of cefazolin may include: nausea , vomiting , diarrhea; headache ; pain where the medicine was injected; rash; or an allergic reaction.",cefazolin (injection),Ancef
tobramycin,Pneumonia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Tobramycin may cause serious side effects. Call your doctor at once if you have: new or worsening breathing problems, such as wheezing, cough, chest tightness, or trouble breathing; hearing problems, ringing in your ears; hoarse voice; severe dizziness , spinning sensation, balance problems; weak or shallow breathing; muscle weakness; or kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath. Common side effects of tobramycin may include: cough, sore throat , hoarse voice; feeling short of breath; noisy breathing; worsening of lung problems or cystic fibrosis; coughing up mucus or blood; altered sense of taste; fever; headache ; or rash.",tobramycin (inhalation),"Bethkis, Kitabis Pak, Tobi, Tobi Podhaler"
aztreonam,Pneumonia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Aztreonam may cause serious side effects. Call your doctor at once if you have: bronchospasm (wheezing, cough, chest tightness, trouble breathing); or any new or worsening breathing problems. Common side effects of aztreonam may include: wheezing, chest discomfort; stomach pain, vomiting ; fever (more common in children); or cough, sore throat , stuffy nose.",aztreonam (inhalation),Cayston
ertapenem,Pneumonia,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Ertapenem may cause serious side effects. Call your doctor at once if you have: a seizure (convulsions); or severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose). Common side effects include: nausea , vomiting ; diarrhea; headache ; or pain or redness where the injection was given.",ertapenem,INVanz
gentamicin,Pneumonia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Gentamicin may cause serious side effects. Call your doctor at once if you have: hearing loss , or a roaring sound in your ears; severe or ongoing dizziness ; weak or shallow breathing; numbness or tingly feeling; twitching, muscle tightness or contraction; seizure (convulsions); severe stomach pain, diarrhea that is watery or bloody; fever, blisters or ulcers in your mouth, red or swollen gums, trouble swallowing; kidney problems--little or no urinating; painful or difficult urination; swelling in your feet or ankles; feeling tired or short of breath; signs of an electrolyte imbalance--confusion, weakness, bone pain, increased urination; or increased pressure inside the skull--severe headaches, ringing in your ears, dizziness, nausea , vision problems, pain behind your eyes. Side effects may be more likely in older adults. Common side effects of gentamicin may include: vision problems; nausea, vomiting , loss of appetite, weight loss ; a light-headed feeling, like you might pass out; itching or rash; pain where the medicine was injected; headache , mood changes; or joint pain.",gentamicin,Garamycin
Penicillin VK,Pneumonia,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Diarrhea is common with antibiotics . Rarely, a severe form called C diff–associated diarrhea ( CDAD ) may happen. Sometimes, this has led to a deadly bowel problem ( colitis ). CDAD may happen during or a few months after taking antibiotics. Call your doctor right away if you have stomach pain, cramps, or very loose, watery, or bloody stools. Check with your doctor before treating diarrhea. Penicillin VK side effects",Penicillin V Potassium Oral Solution,Veetids
tigecycline,Pneumonia,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Tigecycline may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody; increased pressure inside the brain--severe headache , ringing in your ears, dizziness , nausea , vision problems, pain behind your eyes; pancreas problems--severe pain in your upper stomach spreading to your back, nausea and vomiting , fast heart rate ; or liver problems--nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of tigecycline may include: nausea, vomiting , stomach pain; diarrhea; headache; or abnormal liver function tests .",tigecycline,Tygacil
ampicillin / sulbactam,Pneumonia,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); thrush (white patches inside your mouth or throat); heart problems--fast heartbeats, chest pain or pressure, pain spreading to your jaw or shoulder, nausea , sweating; liver problems--nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); or signs of a new infection--fever, headache , tiredness, ear pain or drainage, eye pain or redness, cough, skin rash, sores or pimples with pus, joint pain, ongoing neck or back pain , diarrhea, pain or burning when you urinate. Common side effects of ampicillin and sulbactam may include: diarrhea; rash; swollen, black, or ""hairy"" tongue; vaginal itching or discharge; pain where the medicine was injected.",ampicillin and sulbactam,Unasyn
avibactam / ceftazidime,Pneumonia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Avibactam and cefTAZidime may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody; a seizure (convulsions); rigid muscles, overactive reflexes; confusion, hallucinations; or a change in your mental state. Common side effects of avibactam and cefTAZidime may include: nausea , vomiting ; diarrhea; or bruising where the IV needle is placed.",avibactam and ceftazidime,Avycaz
Bicillin C-R,Pneumonia,"slow heart rate , weak pulse, slow breathing (breathing may stop); pain, numbness , tingling, burning, or feeling cold; pale or mottled skin, blue-colored lips, fingers, or toes; severe pain or swelling in your lower leg; weakness in your arms or legs; or blistering, peeling, discoloration, or painful skin changes where the medicine was injected. Also call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); confusion, agitation , hallucinations (seeing or hearing things that are not real), extreme fear; a seizure; pain, swelling, warmth, redness, bruising, bleeding, or a lump where the medicine was injected; pale or yellowed skin, bruising or bleeding, dark colored urine; urination problems; or signs of a new infection--fever, chills, mouth sores, vaginal itching or discharge. Seek medical attention right away if you develop a serious condition called methemoglobinemia . Symptoms include headache , fast heartbeats, shortness of breath, feeling tired or light-headed, or skin that looks pale, gray, or blue-colored. Common side effects of Bicillin C-R may include: nausea , vomiting , diarrhea; itching, sweating, allergic reaction; flushing (sudden warmth, redness, or tingly feeling); feeling anxious or nervous; headache, dizziness , drowsiness; or pain, swelling, or bruising where an injection was given.",penicillin G benzathine and penicillin G procaine,Bicillin C-R 900/300
cefotetan,Pneumonia,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); fever, chills, body aches, flu symptoms; pale skin, easy bruising, unusual bleeding; a seizure; fever, weakness, confusion; dark colored urine, jaundice (yellowing of the skin or eyes); or kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath. Common side effects of cefotetan may include: nausea , vomiting ; diarrhea; or vaginal itching or discharge.",cefotetan,Cefotan
cefoxitin,Pneumonia,"severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); a light-headed feeling, like you might pass out; little or no urination; jaundice (yellowing of the skin or eyes); a seizure; fever, chills, tiredness; or easy bruising, unusual bleeding, pale skin, cold hands and feet. Common side effects of cefoxitin may include: pain, bruising, swelling, or other irritation where the injection was given; diarrhea; fever; or rash, itching.",cefoxitin,Mefoxin
ceftaroline,Pneumonia,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Ceftaroline may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); little or no urination; a seizure; drowsiness, tiredness, confusion, thinking problems; low potassium --leg cramps, constipation , irregular heartbeats, fluttering in your chest, muscle weakness or limp feeling; or low blood cell counts-- sudden weakness or ill feeling, fever, chills, cold or flu symptoms, mouth sores, skin sores, easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling light-headed or short of breath. Common side effects of ceftaroline may include: nausea ; diarrhea; or rash.",ceftaroline,Teflaro
ceftolozane / tazobactam,Pneumonia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Ceftolozane and tazobactam may cause serious side effects. Call your doctor at once if you have: severe stomach pain; diarrhea that is watery or bloody (even if it occurs months after your last dose); kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath; or symptoms of bleeding in the brain--sudden numbness or weakness, problems with vision or speech. Side effects may be more likely in older adults. Common side effects of ceftolozane and tazobactam may include: nausea , diarrhea; headache ; fever; kidney problems; or abnormal liver function tests .",ceftolozane and tazobactam,Zerbaxa
delafloxacin,Pneumonia,"hives , or the first sign of a skin rash ; fast heartbeats, difficult breathing; swelling of your face, lips, tongue, or throat. Delafloxacin can cause serious side effects, including tendon problems, side effects on your nerves (which may cause permanent nerve damage), serious mood or behavior changes (after just one dose), or low blood sugar (which can lead to coma). Stop using this medicine and call your doctor at once if you have: low blood sugar--headache, hunger, sweating, irritability, dizziness , nausea , fast heart rate , or feeling anxious or shaky; nerve symptoms in your hands, arms, legs, or feet--numbness, weakness, tingling, burning pain; serious mood or behavior changes-- nervousness , confusion, agitation, paranoia, hallucinations, memory problems, trouble concentrating, thoughts of suicide; or signs of tendon rupture--sudden pain, swelling, bruising, tenderness, stiffness, movement problems, or a snapping or popping sound in any of your joints (rest the joint until you receive medical care or instructions). In rare cases, delafloxacin may cause damage to your aorta, the main blood artery of the body. This could lead to dangerous bleeding or death. Get emergency medical help if you have severe and constant pain in your chest, stomach, or back. Also, stop using delafloxacin and call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody; a seizure; muscle weakness or trouble breathing; a light-headed feeling, like you might pass out; the first sign of any skin rash, no matter how mild; or increased pressure inside the skull--severe headaches, ringing in your ears, dizziness, nausea, vision problems, pain behind your eyes. Common side effects of delafloxacin may include: nausea, vomiting , diarrhea; headache; or abnormal liver function tests .",delafloxacin (oral/injection),Baxdela
lefamulin,Pneumonia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Lefamulin may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); or low potassium level--leg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling. Common side effects of lefamulin may include: nausea , vomiting , diarrhea; sleep problems ( insomnia ); low potassium; headache ; abnormal liver function tests ; or pain, bruising, swelling, or irritation where the medicine was injected.",lefamulin (oral/injection),Xenleta
omadacycline,Pneumonia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Omadacycline may cause serious side effects. Call your doctor at once if you have: little or no urination; or increased pressure inside the skull--severe headaches, ringing in your ears, dizziness , nausea , vision problems, pain behind your eyes. Common side effects of omadacycline may include: pain, irritation, redness, swelling, or a hard lump where the medicine was injected; nausea, vomiting , diarrhea, constipation ; headache ; trouble sleeping; increased blood pressure; or abnormal liver function tests .",omadacycline (oral/injection),Nuzyra
penicillin g potassium,Pneumonia,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Penicillin G potassium may cause serious side effects. Call your doctor at once if you have: the first sign of any skin rash , no matter how mild; red or scaly skin; fever, chills, swollen glands, muscle or joint pain, fast heartbeats, general ill feeling; a light-headed feeling, like you might pass out; severe stomach pain, diarrhea that is watery or bloody; little or no urinating; bruising, severe tingling, numbness , pain, muscle weakness; seizure (convulsions); or unusual changes in mood or behavior. Common side effects of penicillin G potassium may include: mild diarrhea; headache ; black or hairy tongue; or pain, swelling, bruising, or irritation around the IV needle.",penicillin G potassium,Pfizerpen
procaine penicillin,Pneumonia,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have a serious side effect such as: diarrhea that is watery or bloody; peeling skin , severe pain, or changes in skin color where the medicine was injected; dizziness , joint or muscle pain; fast or pounding heartbeats; numbness , tingling, pain, swelling, or redness in your arms or legs; confusion, agitation, depression , unusual thoughts or behavior; chest pain, problems with vision or speech; feeling like you might pass out; fever, chills, dizziness, muscle pain, rapid breathing or heart rate; uncontrolled muscle movements, problems with balance or walking; pale skin, easy bruising or bleeding, unusual weakness; sore throat , flu symptoms; urinating less than usual or not at all; rash or itching with swollen glands, joint pain, or general ill feeling; or slow heart rate , weak pulse, fainting, slow breathing. Less serious side effects may include: pain where the injection was given; vaginal itching or discharge; white patches in your mouth or throat; nausea , vomiting ; blurred vision, ringing in your ears; headache , dizziness; or mild skin rash ,",procaine penicillin,Wycillin
telavancin,Pneumonia,"Some side effects may occur during the injection. Tell your caregiver if you feel itchy or tingly, or have a red rash during the injection. hives ; rapid heartbeats; difficult breathing, fainting; swelling of your face, lips, tongue, or throat. Telavancin may cause serious side effects. Call your doctor at once if you have: severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose); fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out); or signs of kidney problems--little or no urinating, swelling in your ankles or feet, weight gain, or urine that looks foamy. Common side effects of telavancin may include: foamy urine; nausea , vomiting ; diarrhea; or changes in your sense of taste.",telavancin,Vibativ
Keppra,Seizures,"mood or behavior changes, depression, anxiety , panic attacks , trouble sleeping, or if you feel agitated, hostile, irritable, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself. Call your doctor at once if you have: unusual changes in mood or behavior (unusual risk-taking behavior, being irritable or talkative); confusion, hallucinations, extreme drowsiness, feeling very weak or tired; loss of balance or coordination, problems with walking or movement; a skin rash, no matter how mild; easy bruising, unusual bleeding; or fever, chills, weakness, or other signs of infection. Common Keppra side effects may include: dizziness, drowsiness, tiredness, weakness; feeling aggressive or irritable; loss of appetite; stuffy nose; or infection.",levetiracetam (oral/injection),Keppra XR
midazolam,Seizures,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Midazolam can slow or stop your breathing, especially if you have recently used an opioid medication, alcohol, or other drugs that can slow your breathing. Your caregivers will watch you for symptoms such as weak or shallow breathing. Tell your medical caregivers right away if you have: cough, wheezing, trouble breathing; slow heart rate ; a light-headed feeling, like you might pass out; tremors; or confusion, agitation , hallucinations, unusual thoughts or behavior. Drowsiness or dizziness may last longer in older adults. Use caution to avoid falling or accidental injury. Common side effects of midazolam may include: amnesia or forgetfulness after your procedure; drowsiness, dizziness; nausea , vomiting ; or blurred vision.",midazolam (oral),Versed
Sabril,Seizures,"Tell the doctor right away if the child shows signs of vision changes, such as bumping into things or being easily startled or surprised. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Call your doctor at once if you have: increased or worsening seizures; any change in your vision, no matter how mild; unusual or involuntary eye movements; severe drowsiness, fussiness, or feeding problems (in a baby taking vigabatrin); numbness , tingling, or burning pain in your hands or feet; weight gain with or without swelling; signs of an ear infection - fever, ear pain or full feeling, trouble hearing, drainage from the ear, fussiness in a child; or low red blood cells (anemia) - pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet. Some babies treated with Sabril have had abnormal brain changes seen on magnetic resonance imaging (MRI). It is not known if these changes are caused by vigabatrin or if they are harmful. Tell any doctor who treats your baby that the child is taking this medicine. Common Sabril side effects may include: blurred vision or other eye problems; drowsiness, dizziness, feeling tired; problems with walking or coordination; tremors or shaking; aggressive behavior ; confusion, problems with thinking or memory; weight gain; joint pain; cold symptoms such as stuffy nose, sneezing, sore throat; or (in babies) fussiness, ear infection, cough, breathing problems.",vigabatrin,Vigadrone
zonisamide,Seizures,"any form of skin rash , hives ; fever, swollen glands, feeling weak or tired, severe muscle pain, unusual bruising or bleeding; yellowing of your skin or eyes; difficult breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: sudden mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Zonisamide may cause serious side effects. Call your doctor at once if you have: eye pain or redness or any changes in your vision; decreased sweating, feeling very hot; signs of metabolic acidosis--confusion, vomiting , lack of energy, irregular heartbeats; symptoms of a blood cell disorder--fever, chills, body aches, flu symptoms, sores in your mouth and throat; symptoms of a kidney stone--severe pain in your stomach or lower back, blood in your urine; increased or worsening seizures; the first sign of any skin rash, no matter how mild; or severe skin reaction--fever, sore throat , swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling. Common side effects of zonisamide may include: drowsiness, dizziness ; problems with memory or concentration; feeling agitated or irritable; loss of coordination, trouble walking; or loss of appetite.",zonisamide,"Zonegran, Zonisade"
Topamax,Seizures,"mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), depressed, or have thoughts about suicide or hurting yourself. Call your doctor at once if you have: a skin rash, no matter how mild; vision problems, blurred vision, eye pain or redness, sudden vision loss (can be permanent if not treated quickly); confusion, problems with thinking or memory, trouble concentrating, problems with speech; dehydration symptoms--decreased sweating, high fever, hot and dry skin ; signs of a kidney stone--severe pain in your side or lower back, painful or difficult urination; signs of too much acid in your blood--irregular heartbeats, feeling tired, loss of appetite, trouble thinking, feeling short of breath; or signs of too much ammonia in your blood-- vomiting , unexplained weakness, feeling like you might pass out. Common Topamax side effects may include include: dizziness , drowsiness, tiredness, slow reactions; problems with speech or memory, abnormal vision; numbness or tingling in your arms and legs, decreased sensation (especially in the skin); changes in your sense of taste, feeling nervous; nausea , diarrhea, stomach pain, loss of appetite; fever, weight loss ; or cold symptoms such as stuffy nose, sneezing, sore throat.",topiramate,Topamax Sprinkle
primidone,Seizures,"hives , mouth sores, skin rash with blistering and peeling; difficult breathing; swelling of your face, lips, tongue, or throat. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, depression, anxiety , or if you feel agitated, hostile, restless, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself. Primidone may cause serious side effects. Call your doctor at once if you have: unusual thoughts or behavior; loss of balance or coordination; fever, chills, sore throat ; easy bruising or bleeding; or pale skin, unusual tiredness. Common side effects of primidone may include: dizziness , drowsiness, spinning sensation; problems with balance or muscle movement; nausea , vomiting , loss of appetite; feeling tired or irritable; blurred vision; rash; or impotence , sexual problems.",primidone,Mysoline
Diastat AcuDial,Seizures,"Suddenly stopping or reducing the dose of Diastat AcuDial very quickly may precipitate acute withdrawal reactions, which can be life-threatening. In some cases, patients have developed withdrawal symptoms lasting weeks to more than 12 months, including but not limited to: anxiety difficulty thinking mental changes depression insomnia abnormal skin sensations muscle weakness tremors twitching ringing in your ears burning or prickling feeling in your hands, arms, or feet The most frequent side effect reported for Diastat AcuDial in clinical studies was somnolence (sleepiness or drowsiness). Other side effects included dizziness, headache, pain, abdominal pain, nervousness, vasodilation (increase in diameter of blood vessel), diarrhea, ataxia/incoordination (lack of coordination), euphoria (feeling of great happiness or well-being), asthma, rhinitis (irritation of the nose similar to an allergy or a cold), and rash. You are encouraged to report negative side effects of prescription drugs to the FDA. Visit www.fda.gov/medwatch, or call 1-800-FDA-1088. You may also contact Bausch Health Customer Service at 1-800-321-4576. Diastat AcuDial side effects",diazepam ,Diastat
lacosamide,Seizures,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include: skin rash , fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Report any new or worsening symptoms to your doctor, such as: mood or behavior changes, depression, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally or physically), or have thoughts about suicide or hurting yourself. Lacosamide may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; severe dizziness; problems with balance or muscle movement; chest pain, shortness of breath; fast or pounding heartbeats; very slow heartbeats; or dark urine. Common side effects of lacosamide may include: headache , dizziness; drowsiness; double vision; or nausea .",lacosamide (oral/injection),Vimpat
