drug_name,medical_condition,side_effects,generic_name,brand_names
LMX 5,Pain,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Rare Blistering, crusting, irritation, itching, or reddening of the skin cough cracked, dry, or scaly skin fast heartbeat fever hives or welts, itching, skin rash hoarseness irritation joint pain, stiffness, or swelling large, hive-like swelling on the face, eyelids, lips, tongue, throat, hands, legs, feet, or genitals noisy breathing swelling of the eyelids, face, lips, hands, or feet tightness in the chest trouble breathing or swallowing Incidence not known Blistering, bruising, burning, discoloration, itching, redness, or swelling at the application site bluish-colored lips, fingernails, or palms blurred vision chest pain or discomfort cold, clammy, or pale skin confusion dark urine dizziness, faintness, or lightheadedness when getting up suddenly from a lying or sitting position drowsiness or dizziness false or unusual sense of well-being fear or nervousness headache irregular, fast or slow, or shallow breathing loss of consciousness no blood pressure or pulse pale or blue lips, fingernails, or skin puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue rapid heart rate seizures shakiness in the legs, arms, hands, or feet slow or irregular heartbeat sore throat stopping of the heart trembling or shaking of the hands or feet twitching unusual bleeding or bruising unusual drowsiness, dullness, tiredness, weakness, or feeling of sluggishness Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: Incidence not known Bad, unusual, or unpleasant (after) taste change in taste cold or numbness confusion about identity, place, and time continuing ringing or buzzing or other unexplained noise in the ears double vision hearing loss heat sensation lack or loss of strength metallic taste sleepiness or unusual drowsiness Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. LMX 5 side effects",lidocaine (topical application route),
Lydexa,Pain,,lidocaine hydrochloride,
Medi-Quik Spray,Pain,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Medi-Quik Spray may cause serious side effects. Call your doctor at once if you have: severe headache or vomiting ; severe burning, stinging, or irritation where the medicine was applied; swelling or redness; sudden dizziness or drowsiness after medicine is applied; confusion, problems with speech or vision, ringing in your ears; or unusual sensations of temperature. Common side effects include: mild irritation where the medication is applied; or numbness in places where the medicine is accidentally applied.",lidocaine topical,"AneCream, Bactine, Glydo, LidaMantle, Lidoderm, LidoRx, Medi-Quik Spray, RadiaGuard, RectiCare, Regenecare HA Spray, Solarcaine Cool Aloe"
mefenamic acid,Pain,"chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, feeling short of breath. Stop using mefenamic acid and seek medical treatment if you have a serious drug reaction that can affect many parts of your body. Symptoms may include skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes. Mefenamic acid may cause serious side effects. Stop using mefenamic acid and call your doctor at once if you have: shortness of breath (even with mild exertion); swelling or rapid weight gain; nausea , diarrhea , flu-like symptoms (fever, swollen glands, muscle aches, severe weakness); a skin rash, no matter how mild; signs of stomach bleeding--bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; liver problems--loss of appetite, stomach pain (upper right side), tiredness, itching, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); kidney problems--little or no urination, swelling in your feet or ankles, feeling tired or short of breath; o low red blood cells (anemia)--pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet. Common side effects of mefenamic acid may include: heartburn , stomach pain, gas, nausea, vomiting ; diarrhea, constipation ; or dizziness .",mefenamic acid,Ponstel
Methadone Diskets,Pain,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Incidence not known Black, tarry stools bleeding gums blood in the urine or stools blurred vision bulging soft spot on the head of an infant change in the ability to see colors, especially blue or yellow changes in skin color chest discomfort or pain confusion cough coughing that sometimes produces a pink frothy sputum darkening of the skin decreased urine output diarrhea difficult, fast, noisy breathing difficulty with swallowing dilated neck veins dizziness dizziness, faintness, or lightheadedness when getting up suddenly from a lying or sitting position dry mouth extreme fatigue fainting fast, slow, or irregular heartbeat headache hives, itching, or skin rash increased sweating increased thirst irregular heartbeat irregular, fast or slow, or shallow breathing loss of appetite mental depression muscle pain or cramps nausea or vomiting numbness or tingling in the hands, feet, or lips pain pale or blue lips, fingernails, or skin pinpoint red spots on the skin puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue seizures sweating swelling of the face, fingers, feet, or lower legs tenderness trouble breathing trouble sleeping trouble urinating unusual bleeding or bruising unusual tiredness or weakness weight gain Symptoms of overdose Change in consciousness chest pain or discomfort cold, clammy skin constricted, pinpoint, or small pupils (black part of the eye) coughing that sometimes produces a pink frothy sputum decreased awareness or responsiveness increased sweating irregular, fast, or slow, or shallow breathing loss of consciousness no muscle tone or movement pale or blue lips, fingernails, or skin sleepiness or unusual drowsiness slow or irregular heartbeat swelling in the legs and ankles, Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: Incidence not known Absent, missed, or irregular menstrual periods anxiety blurred or loss of vision confusion about identity, place, and time constipation decreased interest in sexual intercourse disturbed color perception double vision false or unusual sense of well-being halos around lights inability to have or keep an erection irritability lack or loss of strength loss in sexual ability, desire, drive, or performance night blindness overbright appearance of lights redness, swelling, or soreness of the tongue restlessness stopping of menstrual bleeding tunnel vision weight changes welts Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Methadone Diskets side effects",methadone (oral route),
Methadose,Pain,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Incidence not known Black, tarry stools bleeding gums blood in the urine or stools blurred vision bulging soft spot on the head of an infant change in the ability to see colors, especially blue or yellow changes in skin color chest discomfort or pain confusion cough coughing that sometimes produces a pink frothy sputum darkening of the skin decreased urine output diarrhea difficult, fast, noisy breathing difficulty with swallowing dilated neck veins dizziness dizziness, faintness, or lightheadedness when getting up suddenly from a lying or sitting position dry mouth extreme fatigue fainting fast, slow, or irregular heartbeat headache hives, itching, or skin rash increased sweating increased thirst irregular heartbeat irregular, fast or slow, or shallow breathing loss of appetite mental depression muscle pain or cramps nausea or vomiting numbness or tingling in the hands, feet, or lips pain pale or blue lips, fingernails, or skin pinpoint red spots on the skin puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue seizures sweating swelling of the face, fingers, feet, or lower legs tenderness trouble breathing trouble sleeping trouble urinating unusual bleeding or bruising unusual tiredness or weakness weight gain Symptoms of overdose Change in consciousness chest pain or discomfort cold, clammy skin constricted, pinpoint, or small pupils (black part of the eye) coughing that sometimes produces a pink frothy sputum decreased awareness or responsiveness increased sweating irregular, fast, or slow, or shallow breathing loss of consciousness no muscle tone or movement pale or blue lips, fingernails, or skin sleepiness or unusual drowsiness slow or irregular heartbeat swelling in the legs and ankles, Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: Incidence not known Absent, missed, or irregular menstrual periods anxiety blurred or loss of vision confusion about identity, place, and time constipation decreased interest in sexual intercourse disturbed color perception double vision false or unusual sense of well-being halos around lights inability to have or keep an erection irritability lack or loss of strength loss in sexual ability, desire, drive, or performance night blindness overbright appearance of lights redness, swelling, or soreness of the tongue restlessness stopping of menstrual bleeding tunnel vision weight changes welts Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Methadose side effects",methadone (oral route),
Mitigo,Pain,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should give naloxone and/or seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up. Mitigo may cause serious side effects. Call your doctor at once if you have: slow heart rate , sighing, shallow breathing, breathing that stops; extreme drowsiness, feeling like you might pass out; flushing (sudden warmth, redness, or tingly feeling); a seizure; high levels of serotonin in the body-- agitation , hallucinations, fever, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , diarrhea ; or low cortisol levels-- nausea, vomiting , loss of appetite, dizziness, worsening tiredness or weakness. Serious breathing problems may be more likely in older adults and people who are debilitated or have wasting syndrome or chronic breathing disorders. Common side effects of Mitigo may include: breathing problems; drowsiness, dizziness; constipation , nausea, vomiting; sweating; or numbness , tingling, or cold feeling in your hands and feet.",morphine (injection),"Duramorph PF, Infumorph"
Moxicaine,Pain,,lidocaine,
nalbuphine,Pain,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up. Tell your caregiver right away if you have: shallow breathing, breathing that stops during sleep; a light-headed feeling, like you might pass out; severe drowsiness; severe constipation ; low cortisol levels-- nausea , vomiting , loss of appetite, dizziness, worsening tiredness or weakness; or high levels of serotonin in the body-- agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, diarrhea . Serious breathing problems may be more likely in older adults and those who are debilitated or have wasting syndrome or chronic breathing disorders. Common side effects of nalbuphine may include: drowsiness; dizziness, spinning sensation; dry mouth; headache ; sweating; cold, clammy skin; or nausea, vomiting.",nalbuphine,Nubain
RadiaGuard,Pain,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. RadiaGuard may cause serious side effects. Call your doctor at once if you have: severe headache or vomiting ; severe burning, stinging, or irritation where the medicine was applied; swelling or redness; sudden dizziness or drowsiness after medicine is applied; confusion, problems with speech or vision, ringing in your ears; or unusual sensations of temperature. Common side effects include: mild irritation where the medication is applied; or numbness in places where the medicine is accidentally applied.",lidocaine topical,"AneCream, Bactine, Glydo, LidaMantle, Lidoderm, LidoRx, Medi-Quik Spray, RadiaGuard, RectiCare, Regenecare HA Spray, Solarcaine Cool Aloe"
RectiCare,Pain,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. RectiCare may cause serious side effects. Call your doctor at once if you have: severe headache or vomiting ; severe burning, stinging, or irritation where the medicine was applied; swelling or redness; sudden dizziness or drowsiness after medicine is applied; confusion, problems with speech or vision, ringing in your ears; or unusual sensations of temperature. Common side effects include: mild irritation where the medication is applied; or numbness in places where the medicine is accidentally applied.",lidocaine topical,"AneCream, Bactine, Glydo, LidaMantle, Lidoderm, LidoRx, Medi-Quik Spray, RadiaGuard, RectiCare, Regenecare HA Spray, Solarcaine Cool Aloe"
Regenecare HA Spray,Pain,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Regenecare HA Spray may cause serious side effects. Call your doctor at once if you have: severe headache or vomiting ; severe burning, stinging, or irritation where the medicine was applied; swelling or redness; sudden dizziness or drowsiness after medicine is applied; confusion, problems with speech or vision, ringing in your ears; or unusual sensations of temperature. Common side effects include: mild irritation where the medication is applied; or numbness in places where the medicine is accidentally applied.",lidocaine topical,"AneCream, Bactine, Glydo, LidaMantle, Lidoderm, LidoRx, Medi-Quik Spray, RadiaGuard, RectiCare, Regenecare HA Spray, Solarcaine Cool Aloe"
Sprix,Pain,"chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, leg swelling , feeling short of breath. Stop using Sprix and call your doctor at once if you have: any skin rash, no matter how mild; high blood pressure - severe headache , blurred vision, pounding in your neck or ears; heart problems - swelling, rapid weight gain, feeling short of breath; kidney problems - little or no urination, swelling in your feet or ankles, feeling tired or short of breath; liver problems - nausea , upper stomach pain, itching, tiredness, flu-like symptoms, dark urine, jaundice (yellowing of the skin or eyes); low red blood cells (anemia) - pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet; or signs of stomach bleeding - bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds. Common Sprix side effects may include: heartburn , stomach pain, gas, nausea, vomiting ; diarrhea , constipation ; slow heartbeats; decreased urination; abnormal liver function tests ; increased blood pressure; pain or irritation in your nose; runny nose ; watery eyes ; throat irritation; or rash.",ketorolac (nasal),
Topicaine,Pain,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Rare Bluish color of the fingernails, lips, skin, palms, or nail beds Incidence not known Blistering, burning, crusting, dryness, or flaking of the skin cracking, itching, redness, or stinging of the skin dark urine difficulty with breathing difficulty with walking dizziness or lightheadedness fainting fever headache inability to feel hands and feet irritability irritation of the nose itching, scaling, severe redness, soreness, or swelling of the skin pale skin rapid heart rate red, sore eyes shortness of breath sore throat unusual bleeding or bruising unusual drowsiness, dullness, tiredness, weakness, or feeling of sluggishness unusual tiredness or weakness Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Benzocaine topical side effects",benzocaine (topical application route),
Tranzarel,Pain,,lidocaine,
Xylocaine Topical,Pain,,lidocaine hydrochloride,
Zionodil,Pain,,lidocaine hydrochloride,
acetaminophen / benzhydrocodone,Pain,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should give naloxone and/or seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking acetaminophen and benzhydrocodone and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. Acetaminophen and benzhydrocodone may cause serious side effects. Call your doctor at once if you have: noisy breathing, sighing, shallow breathing, breathing that stops; a light-headed feeling, like you might pass out; liver problems--nausea, upper stomach pain, tiredness, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); low cortisol levels-- nausea, vomiting, loss of appetite, dizziness, worsening tiredness or weakness; or high levels of serotonin in the body-- agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, diarrhea . Serious breathing problems may be more likely in older adults and in those who are debilitated or have wasting syndrome or chronic breathing disorders. Common side effects include: dizziness, drowsiness, feeling tired; nausea, vomiting, stomach pain; constipation ; or headache .",acetaminophen and benzhydrocodone,Apadaz
acetaminophen / caffeine / dihydrocodeine,Pain,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking acetaminophen, caffeine, and dihydrocodeine and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up. Acetaminophen, caffeine, and dihydrocodeine may cause serious side effects. Call your doctor at once if you have: noisy breathing, sighing, shallow breathing, breathing that stops during sleep; chest pain, fast or pounding heartbeats, feeling light-headed, fainting; confusion, extreme drowsiness, unusual thoughts or behavior; painful or difficult urination; severe constipation ; liver problems-- nausea , upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); or low cortisol levels-- nausea, vomiting , loss of appetite, dizziness, worsening tiredness or weakness. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea . Serious side effects may be more likely in older adults and those who are overweight , malnourished, or debilitated. Long-term use of opioid medication may affect fertility (ability to have children) in men or women. It is not known whether opioid effects on fertility are permanent. Common side effects include: dizziness, drowsiness, tiredness, headache ; nausea, vomiting, stomach pain, constipation; sweating, itching; or skin rash .","acetaminophen, caffeine, and dihydrocodeine","Dvorah, Trezix, Panlor DC, Panlor SS, Zerlor"
acetaminophen / ibuprofen,Pain,"swelling, rapid weight gain, feeling short of breath; little or no urination; loss of appetite, new or worsening stomach pain; bloody or tarry stools; coughing up blood or vomit that looks like coffee grounds; or dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Less serious side effects may be more likely, and you may have none at all.",acetaminophen and ibuprofen,
acetaminophen / phenyltoloxamine / salicylamide,Pain,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Signs of bleeding like throwing up or coughing up blood ; vomit that looks like coffee grounds; blood in the urine; black, red, or tarry stools; bleeding from the gums; abnormal vaginal bleeding ; bruises without a cause or that get bigger; or bleeding you cannot stop. Signs of liver problems like dark urine, feeling tired, not hungry, upset stomach or stomach pain, light-colored stools, throwing up, or yellow skin or eyes. A fast heartbeat . A heartbeat that does not feel normal. Very bad dizziness or passing out. Ringing in ears. Not able to pass urine or change in how much urine is passed. Change in balance. Not able to focus. Seizures . Blurred eyesight. Shakiness. A very bad skin reaction ( Stevens-Johnson syndrome / toxic epidermal necrolysis ) may happen. It can cause very bad health problems that may not go away, and sometimes death. Get medical help right away if you have signs like red, swollen, blistered, or peeling skin (with or without fever); red or irritated eyes; or sores in your mouth, throat, nose, or eyes. Acetaminophen / phenyltoloxamine / salicylamide side effects","Acetaminophen, Salicylamide, and Phenyltoloxamine","Duraxin, Ed-Flex"
ActivICE,Pain,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. ActivICE may cause serious side effects. Stop using ActivICE and call your doctor at once if you have: severe burning, stinging, redness, or irritation after using this medicine; or pain, swelling, or blistering where the medicine was applied. Less serious side effects may be more likely, and you may have none at all.",menthol topical,"Biofreeze, Blue Gel, Flexall, Gold Bond Medicated Maximum Strength Foot, Icy Hot Extra Strength, Max-Freeze, Mineral Ice, Stopain"
alfentanil,Pain,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor or nurse immediately if any of the following side effects occur: More common Blurred vision chest pain or discomfort confusion difficult or troubled breathing dizziness dizziness, faintness, or lightheadedness when getting up suddenly from a lying or sitting position fainting fast, slow, pounding, or irregular heartbeat or pulse headache irregular, fast or slow, or shallow breathing lightheadedness, dizziness, or fainting nervousness not breathing pale or blue lips, fingernails, or skin pounding in the ears sweating trouble breathing unusual tiredness or weakness Rare Cough noisy breathing rigid muscles of the neck, arms, and legs tightness in the chest Incidence not known Agitation cough darkening of the skin diarrhea difficulty with swallowing fainting fever hives, itching, or skin rash loss of appetite nausea overactive reflexes poor coordination puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue restlessness shivering sweating talking or acting with excitement you cannot control trembling or shaking twitching vomiting Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Drowsiness sleepiness Rare False or unusual sense of well-being Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Alfentanil side effects",,
Alka-Seltzer Wake-Up Call!,Pain,"hives; difficult breathing; swelling of your face, lips, tongue, or throat. Alka-Seltzer Morning Relief may cause serious side effects. Stop using Alka-Seltzer Morning Relief and call your doctor at once if you have: ringing in your ears, confusion, hallucinations, rapid breathing, seizure (convulsions); severe nausea , vomiting , or stomach pain; bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; fever lasting longer than 3 days; or swelling, or pain lasting longer than 10 days. Common side effects of Alka-Seltzer Morning Relief may include: upset stomach , heartburn ; drowsiness; or mild headache .",aspirin and caffeine,"Anacin, BC Arthritis, Cope, P-A-C Analgesic, Stanback"
Anacin,Pain,"hives; difficult breathing; swelling of your face, lips, tongue, or throat. Stop using Anacin and call your doctor at once if you have: ringing in your ears, confusion, hallucinations, rapid breathing, seizure (convulsions); severe nausea, vomiting, or stomach pain; bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds; fever lasting longer than 3 days; or swelling, or pain lasting longer than 10 days. Common Anacin side effects may include: upset stomach, heartburn; drowsiness; or mild headache.",aspirin and caffeine,
Anbesol,Pain,"Anbesol Gel used in the mouth may cause a condition in which the oxygen in your body tissues can become dangerously low. This is a potentially fatal condition called methemoglobinemia (met-HEEM-oh glo-bin-EE-mee-a). This condition may occur after only one use of benzocaine or after several uses. Signs and symptoms may occur within minutes or up to 2 hours after using Anbesol Gel in the mouth or throat. GET EMERGENCY MEDICAL HELP IF YOU HAVE: a headache, tiredness, confusion; fast heartbeats; feeling light-headed or short of breath; and pale, blue, or gray appearance of your skin, lips, or fingernails. hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop using Anbesol Gel and call your doctor at once if you have: severe burning, stinging, or sensitivity where the medicine is applied; swelling, warmth, or redness; or oozing, blistering, or any signs of infection. Common Anbesol Gel side effects may include: mild stinging, burning, or itching where the medicine is applied; skin tenderness or redness; or dry white flakes where the medicine was applied.",benzocaine topical,
Apadaz,Pain,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Opioid medicine can slow or stop your breathing, and death may occur. A person caring for you should give naloxone and/or seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up. In rare cases, acetaminophen may cause a severe skin reaction that can be fatal. This could occur even if you have taken acetaminophen in the past and had no reaction. Stop taking Apadaz and call your doctor right away if you have skin redness or a rash that spreads and causes blistering and peeling. Call your doctor at once if you have: noisy breathing, sighing, shallow breathing, breathing that stops during sleep; a light-headed feeling, like you might pass out; liver problems - nausea, upper stomach pain, tiredness, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); low cortisol levels - nausea, vomiting, loss of appetite, dizziness, worsening tiredness or weakness; or high levels of serotonin in the body - agitation, hallucinations, fever, sweating, shivering, fast heart rate, muscle stiffness, twitching, loss of coordination, nausea, vomiting, diarrhea. Serious side effects may be more likely in older adults and those who are malnourished or debilitated. Long-term use of opioid medication may affect fertility (ability to have children) in men or women. It is not known whether opioid effects on fertility are permanent. Common Apadaz side effects include: dizziness, drowsiness, feeling tired; nausea, vomiting, stomach pain; constipation ; or headache .",acetaminophen and benzhydrocodone,
Arctic Relief,Pain,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Arctic Relief may cause serious side effects. Stop using Arctic Relief and call your doctor at once if you have: severe burning, stinging, or irritation after using this medicine; or breathing problems after using this medicine on the chest or throat. Less serious side effects may be more likely, and you may have none at all.",camphor and menthol topical,"Anti-Itch Steroid Free, Avedana Pain Relieving Roll On, Fast Freeze, Freeze It, Men-phor, Mentholatum Ointment, Rhuli Gel, Sarna, Theraflu Vapor Stick, Tiger Balm"
Aspercreme Max No Mess Roll-On,Pain,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Very bad skin irritation. Aspercreme Max No Mess Roll-On side effects","Menthol Gel, Liquid, and Solution","Bengay Vanishing Scent, Bengay Zero Degrees, Berri-Freez Pain Relieving, Biofreeze, Biofreeze Colorless Gel, Biofreeze Roll-On Colorless Gel, Blue Gel, Blue-Emu Maximum Strength, Cold Therapy Pain Relief, Cool N Heat Maximum Strength, Fast Freeze Pro Style Therapy, Flexall, Gold Bond Pain Relieving Foot, Ice Blue, Icy Hot, Icy Hot Medicated Spray, Icy Hot Pain Relieving Gel, Icy Hot Power, Mineral Freeze, Mineral Ice, Pain Relief Maximum Strength, Pain Relieving Gel, PolarFrost, Sombra Cool Therapy, Stopain, Stopain Roll-On, Therapeutic Ice, Therapeutic Menthol, Zims Max-Freeze"
Aspercreme Pain Relieving Heat Gel,Pain,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Aspercreme Heat Pain Relieving may cause serious side effects. Stop using Aspercreme Heat Pain Relieving and call your doctor at once if you have: severe burning, stinging, redness, or irritation after using this medicine; or pain, swelling, or blistering where the medicine was applied. Less serious side effects may be more likely, and you may have none at all.",menthol topical,"ActivICE, Biofreeze, Blue Gel, Flexall, Gold Bond Medicated Maximum Strength Foot, Icy Hot Extra Strength, Max-Freeze, Mineral Ice, Stopain"
aspirin / caffeine / dihydrocodeine,Pain,"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Incidence not known Agitation anxiety bleeding gums bloating bloody or black, tarry stools bloody or cloudy urine blue lips and fingernails blurred vision chest pain or discomfort chills cold sweats confusion constipation continuing ringing or buzzing or other unexplained noise in the ears cool, pale skin coughing that sometimes produces a pink frothy sputum dark urine darkening of the skin depression diarrhea difficult, fast, noisy breathing dizziness, faintness, or lightheadedness when getting up suddenly from a lying or sitting position drowsiness dry mouth fast, pounding, or irregular heartbeat or pulse fast, slow, or irregular heartbeat fever flushed, dry skin fruit-like breath odor general tiredness and weakness greatly decreased frequency of urination or amount of urine headache headache, sudden and severe hearing loss heartburn increased hunger increased sweating increased thirst increased urination indigestion large, hive-like swelling on the face, eyelids, lips, tongue, throat, hands, legs, feet, or genitals light-colored stools loss of appetite loss of consciousness muscle cramps, spasms, pain, weakness, or stiffness muscle tremors nausea nervousness nightmares numbness and tingling of the face, lips, hands, and feet overactive reflexes pains in the stomach, side, or abdomen, possibly radiating to the back pinpoint red spots on the skin poor coordination rapid, deep breathing restlessness seizures severe stomach pain shakiness shivering skin rash slurred speech stomach pain, cramping, or burning sunken eyes swelling in the legs, feet, or ankles trembling or shaking trouble with breathing twitching unexplained weight loss unusual bleeding or bruising unusual drowsiness, dullness, tiredness, weakness, or feeling of sluggishness upper right abdominal or stomach pain vomiting vomiting of blood or material that looks like coffee grounds vomiting, severe or continuous weakness or heaviness of the legs wrinkled skin yellow eyes or skin Symptoms of overdose Chest pain or discomfort cold and clammy skin coughing that sometimes produces a pink frothy sputum difficult, fast, noisy breathing extreme sleepiness increased sweating irregular, fast or slow, or shallow breathing lightheadedness, dizziness or fainting pale or blue lips, fingernails, or skin sleepiness or unusual drowsiness swelling in the legs and ankles Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: Incidence not known Belching clumsiness low body temperature sleepiness weak or feeble pulse weight gain Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Aspirin / caffeine / dihydrocodeine side effects",,
